push_n,fell,recovered,recovery_time_s,max_tilt_deg,velocity_loss,pre_push_vel_err,feet_in_contact_at_push,peak_dv,direction_deg
0.0,False,True,0.0,3.4857683181762695,0.0,1.7974884510040283,16.0,0.321447491645813,0.0
0.0,False,True,0.0,3.4153525829315186,0.0,0.7991599440574646,3.0,0.2309957891702652,0.0
0.0,False,True,0.0,3.405823230743408,0.0,0.7516375780105591,10.0,0.1991230696439743,0.0
0.0,False,True,0.0,3.373826265335083,0.0,0.7264615893363953,10.0,0.21826669573783875,0.0
0.0,False,True,0.0,2.423497200012207,0.0,0.6367768049240112,10.0,0.19885744154453278,0.0
0.0,False,True,0.0,1.9375503063201904,0.0,0.927346408367157,10.0,0.21242068707942963,0.0
0.0,False,True,0.0,2.7578279972076416,0.0,1.043596625328064,2.0,0.2085253894329071,0.0
0.0,False,True,0.0,2.7629339694976807,0.0,0.7666433453559875,9.0,0.22660094499588013,0.0
0.0,False,True,0.0,2.176997661590576,0.0,1.0169068574905396,3.0,0.2205251008272171,0.0
0.0,False,True,0.0,2.196063280105591,0.0,0.5997664332389832,7.0,0.24225236475467682,0.0
0.0,False,True,0.0,2.485931158065796,0.0,1.2410826683044434,7.0,0.2177238017320633,0.0
0.0,False,True,0.0,3.383561134338379,0.0,0.7586113810539246,5.0,0.18051093816757202,0.0
0.0,False,True,0.0,2.796034097671509,0.0,1.2917190790176392,11.0,0.2274569869041443,0.0
0.0,False,True,0.0,3.238879680633545,0.0,0.9216001033782959,9.0,0.2514842450618744,0.0
0.0,False,True,0.0,2.3516852855682373,0.0,1.1764906644821167,8.0,0.23615320026874542,0.0
0.0,False,True,0.0,2.925161838531494,0.0,1.4037846326828003,13.0,0.24271580576896667,0.0
0.0,False,True,0.0,3.995422124862671,0.0,1.1705323457717896,9.0,0.2959480881690979,0.0
0.0,False,True,0.0,4.128581523895264,0.0,0.8569748401641846,7.0,0.2196469008922577,0.0
0.0,False,True,0.0,2.9390487670898438,0.0,1.3959131240844727,12.0,0.24765782058238983,0.0
0.0,False,True,0.0,2.061845064163208,0.0,0.7166187763214111,3.0,0.19346965849399567,0.0
0.0,False,True,0.0,2.565824508666992,0.0,0.9423384070396423,3.0,0.19323420524597168,0.0
0.0,False,True,0.0,2.937849760055542,0.0,0.655803918838501,10.0,0.18859261274337769,0.0
0.0,False,True,0.0,1.883151650428772,0.0,0.8998146057128906,9.0,0.20667104423046112,0.0
0.0,False,True,0.0,2.747018337249756,0.0,1.2057445049285889,10.0,0.2330782264471054,0.0
0.0,False,True,0.0,2.667044162750244,0.0,1.2002992630004883,2.0,0.24088791012763977,0.0
0.0,False,True,0.0,2.867715358734131,0.0,1.4172685146331787,6.0,0.25231605768203735,0.0
0.0,False,True,0.0,2.7042155265808105,0.0,0.9413745403289795,2.0,0.22785654664039612,0.0
0.0,False,True,0.0,1.8372820615768433,0.0,1.1154381036758423,9.0,0.24900762736797333,0.0
0.0,False,True,0.0,2.2386083602905273,0.0,0.6882169246673584,4.0,0.2151584029197693,0.0
0.0,False,True,0.0,2.859717845916748,0.0,0.6795491576194763,8.0,0.23139390349388123,0.0
0.0,False,True,0.0,3.6027181148529053,0.0,0.7892532348632812,17.0,0.19447365403175354,0.0
0.0,False,True,0.0,3.2841989994049072,0.0,1.3875889778137207,4.0,0.23839662969112396,0.0
0.0,False,True,0.0,1.773654580116272,0.0,1.0115294456481934,4.0,0.19257155060768127,0.0
0.0,False,True,0.0,3.0692451000213623,0.0,1.5423882007598877,13.0,0.25781604647636414,0.0
0.0,False,True,0.0,2.0231335163116455,0.0,0.8881535530090332,6.0,0.21249151229858398,0.0
0.0,False,True,0.0,2.7118775844573975,0.0,1.3595008850097656,4.0,0.23720213770866394,0.0
0.0,False,True,0.0,2.8886630535125732,0.0,0.6838891506195068,7.0,0.24104133248329163,0.0
0.0,False,True,0.0,3.1490838527679443,0.0,1.0289710760116577,5.0,0.23952394723892212,0.0
0.0,False,True,0.0,2.8520407676696777,0.0,1.1748695373535156,10.0,0.2521514594554901,0.0
0.0,False,True,0.0,5.108371734619141,0.0,1.0761300325393677,14.0,0.22527828812599182,0.0
0.0,False,True,0.0,2.201404094696045,0.0,1.232388973236084,5.0,0.21448355913162231,0.0
0.0,False,True,0.0,1.549018383026123,0.0,0.6698828935623169,8.0,0.20610378682613373,0.0
0.0,False,True,0.0,1.7721091508865356,0.0,0.8095703125,8.0,0.1760239154100418,0.0
0.0,False,True,0.0,2.092280149459839,0.0,0.6123020648956299,4.0,0.2509823143482208,0.0
0.0,False,True,0.0,2.498183488845825,0.0,1.435600996017456,6.0,0.24063360691070557,0.0
0.0,False,True,0.0,3.6174163818359375,0.0,0.6522142291069031,8.0,0.18521706759929657,0.0
0.0,False,True,0.0,2.9452364444732666,0.0,0.8438368439674377,2.0,0.20608112215995789,0.0
0.0,False,True,0.0,3.65901780128479,0.0,0.7934494018554688,10.0,0.17904746532440186,0.0
0.0,False,True,0.0,3.0563981533050537,0.0,1.4394551515579224,5.0,0.2360370010137558,0.0
0.0,False,True,0.0,2.275376796722412,0.0,0.7469997406005859,3.0,0.19769039750099182,0.0
0.0,False,True,0.0,2.4410400390625,0.0,0.8395671844482422,10.0,0.23151305317878723,0.0
0.0,False,True,0.0,2.4746460914611816,0.0,1.4169467687606812,10.0,0.2636057436466217,0.0
0.0,False,True,0.0,2.2575876712799072,0.0,0.8899767994880676,3.0,0.2014983892440796,0.0
0.0,False,True,0.0,3.105262279510498,0.0,1.3278982639312744,3.0,0.23928913474082947,0.0
0.0,False,True,0.0,1.837921142578125,0.0,0.6341946125030518,6.0,0.2067033350467682,0.0
0.0,False,True,0.0,1.8970264196395874,0.0,0.9169028997421265,8.0,0.2053314596414566,0.0
0.0,False,True,0.0,1.874819278717041,0.0,1.0175477266311646,10.0,0.22510434687137604,0.0
0.0,False,True,0.0,1.6069341897964478,0.0,0.7440736293792725,4.0,0.18980546295642853,0.0
0.0,False,True,0.0,2.222463369369507,0.0,1.0631911754608154,5.0,0.20884259045124054,0.0
0.0,False,True,0.0,2.1371662616729736,0.0,0.8955898880958557,2.0,0.20651578903198242,0.0
0.0,False,True,0.0,1.6558761596679688,0.0,0.8102967143058777,10.0,0.21738602221012115,0.0
0.0,False,True,0.0,2.5548157691955566,0.0,1.2754971981048584,5.0,0.25148582458496094,0.0
0.0,False,True,0.0,2.3410918712615967,0.0,0.7468747496604919,3.0,0.23339597880840302,0.0
0.0,False,True,0.0,2.3094427585601807,0.0,1.2320085763931274,4.0,0.23457956314086914,0.0
0.0,False,True,0.0,3.4858245849609375,0.0,1.7974940538406372,16.0,0.321444034576416,90.0
0.0,False,True,0.0,3.416498899459839,0.0,0.799147367477417,3.0,0.23099033534526825,90.0
0.0,False,True,0.0,3.405823230743408,0.0,0.7516310214996338,10.0,0.1991262286901474,90.0
0.0,False,True,0.0,3.373826265335083,0.0,0.7264641523361206,10.0,0.21826887130737305,90.0
0.0,False,True,0.0,2.4234163761138916,0.0,0.6367796063423157,10.0,0.19886784255504608,90.0
0.0,False,True,0.0,1.939871907234192,0.0,0.9273420572280884,10.0,0.2124248594045639,90.0
0.0,False,True,0.0,2.7578279972076416,0.0,1.043587327003479,2.0,0.20852549374103546,90.0
0.0,False,True,0.0,2.7629339694976807,0.0,0.76666659116745,9.0,0.2266191691160202,90.0
0.0,False,True,0.0,2.1793336868286133,0.0,1.01720130443573,3.0,0.22182230651378632,90.0
0.0,False,True,0.0,2.196063280105591,0.0,0.599764883518219,7.0,0.24225112795829773,90.0
0.0,False,True,0.0,2.485931158065796,0.0,1.2410953044891357,7.0,0.21772077679634094,90.0
0.0,False,True,0.0,3.383561134338379,0.0,0.7586082220077515,5.0,0.180514395236969,90.0
0.0,False,True,0.0,2.796034097671509,0.0,1.2917087078094482,11.0,0.22745923697948456,90.0
0.0,False,True,0.0,3.238819122314453,0.0,0.9215981364250183,9.0,0.2514938712120056,90.0
0.0,False,True,0.0,2.35160231590271,0.0,1.1764675378799438,8.0,0.2361358106136322,90.0
0.0,False,True,0.0,2.9250950813293457,0.0,1.4037803411483765,13.0,0.24271371960639954,90.0
0.0,False,True,0.0,3.9955689907073975,0.0,1.1705125570297241,9.0,0.29605382680892944,90.0
0.0,False,True,0.0,4.128629207611084,0.0,0.8569740056991577,7.0,0.21964044868946075,90.0
0.0,False,True,0.0,2.9390487670898438,0.0,1.3959095478057861,12.0,0.24766209721565247,90.0
0.0,False,True,0.0,2.061845064163208,0.0,0.7166185975074768,3.0,0.19347134232521057,90.0
0.0,False,True,0.0,2.5657482147216797,0.0,0.9423648715019226,3.0,0.19323566555976868,90.0
0.0,False,True,0.0,2.937849760055542,0.0,0.6558026075363159,10.0,0.18859316408634186,90.0
0.0,False,True,0.0,1.883151650428772,0.0,0.8998166918754578,9.0,0.2066696435213089,90.0
0.0,False,True,0.0,2.747018337249756,0.0,1.2057371139526367,10.0,0.23307259380817413,90.0
0.0,False,True,0.0,2.666970729827881,0.0,1.2003093957901,2.0,0.24088731408119202,90.0
0.0,False,True,0.0,2.867715358734131,0.0,1.4172595739364624,6.0,0.2523181140422821,90.0
0.0,False,True,0.0,2.7042880058288574,0.0,0.9413967132568359,2.0,0.22785240411758423,90.0
0.0,False,True,0.0,1.8373887538909912,0.0,1.1154502630233765,9.0,0.24901330471038818,90.0
0.0,False,True,0.0,2.2386958599090576,0.0,0.6882084012031555,4.0,0.21515990793704987,90.0
0.0,False,True,0.0,2.85978627204895,0.0,0.6795486211776733,8.0,0.23139531910419464,90.0
0.0,False,True,0.0,3.6027724742889404,0.0,0.7892513275146484,17.0,0.19447502493858337,90.0
0.0,False,True,0.0,3.284437656402588,0.0,1.387586236000061,4.0,0.23839275538921356,90.0
0.0,False,True,0.0,1.773654580116272,0.0,1.0115352869033813,4.0,0.1925668865442276,90.0
0.0,False,True,0.0,3.0693087577819824,0.0,1.5423797369003296,13.0,0.25781798362731934,90.0
0.0,False,True,0.0,2.0231335163116455,0.0,0.8881582617759705,6.0,0.21249036490917206,90.0
0.0,False,True,0.0,2.7118775844573975,0.0,1.3594996929168701,4.0,0.23720625042915344,90.0
0.0,False,True,0.0,2.8886630535125732,0.0,0.683887779712677,7.0,0.2410443127155304,90.0
0.0,False,True,0.0,3.149021863937378,0.0,1.028972864151001,5.0,0.23953068256378174,90.0
0.0,False,True,0.0,2.8522469997406006,0.0,1.1748597621917725,10.0,0.2521630525588989,90.0
0.0,False,True,0.0,5.108333587646484,0.0,1.0761237144470215,14.0,0.2252732366323471,90.0
0.0,False,True,0.0,2.201404094696045,0.0,1.2324018478393555,5.0,0.2144782841205597,90.0
0.0,False,True,0.0,1.549018383026123,0.0,0.6698615550994873,8.0,0.20609894394874573,90.0
0.0,False,True,0.0,2.0628888607025146,0.0,0.8153369426727295,6.0,0.21388959884643555,90.0
0.0,False,True,0.0,2.092186689376831,0.0,0.6123008131980896,4.0,0.2509840726852417,90.0
0.0,False,True,0.0,2.498183488845825,0.0,1.435602068901062,6.0,0.24063123762607574,90.0
0.0,False,True,0.0,3.6174163818359375,0.0,0.6521733999252319,8.0,0.18522419035434723,90.0
0.0,False,True,0.0,2.945302963256836,0.0,0.843833327293396,2.0,0.20607666671276093,90.0
0.0,False,True,0.0,3.65901780128479,0.0,0.7934554815292358,10.0,0.17903991043567657,90.0
0.0,False,True,0.0,3.0563981533050537,0.0,1.4394574165344238,5.0,0.2360391914844513,90.0
0.0,False,True,0.0,2.2752907276153564,0.0,0.7470065951347351,3.0,0.19768936932086945,90.0
0.0,False,True,0.0,2.4410400390625,0.0,0.8395696878433228,10.0,0.23151011765003204,90.0
0.0,False,True,0.0,2.4746460914611816,0.0,1.4169490337371826,10.0,0.26360368728637695,90.0
0.0,False,True,0.0,2.2575008869171143,0.0,0.8899813294410706,3.0,0.2014939934015274,90.0
0.0,False,True,0.0,3.105262279510498,0.0,1.3278918266296387,3.0,0.23929069936275482,90.0
0.0,False,True,0.0,1.8380275964736938,0.0,0.6341985464096069,6.0,0.2067120224237442,90.0
0.0,False,True,0.0,1.8963041305541992,0.0,0.917300283908844,8.0,0.2058691680431366,90.0
0.0,False,True,0.0,1.8749237060546875,0.0,1.0175442695617676,10.0,0.2251138687133789,90.0
0.0,False,True,0.0,1.6069341897964478,0.0,0.7440598011016846,4.0,0.18980857729911804,90.0
0.0,False,True,0.0,2.222463369369507,0.0,1.0631853342056274,5.0,0.20889219641685486,90.0
0.0,False,True,0.0,2.1449360847473145,0.0,0.8955844640731812,2.0,0.20651929080486298,90.0
0.0,False,True,0.0,1.6558761596679688,0.0,0.8103048801422119,10.0,0.2173793613910675,90.0
0.0,False,True,0.0,2.5548927783966064,0.0,1.2754911184310913,5.0,0.25149571895599365,90.0
0.0,False,True,0.0,2.3410918712615967,0.0,0.7468207478523254,3.0,0.23340333998203278,90.0
0.0,False,True,0.0,2.3093581199645996,0.0,1.232011079788208,4.0,0.23458118736743927,90.0
0.0,False,True,0.0,3.4858245849609375,0.0,1.797492504119873,16.0,0.3214547038078308,180.0
0.0,False,True,0.0,3.41678524017334,0.0,0.7991231679916382,3.0,0.2314785271883011,180.0
0.0,False,True,0.0,3.4058806896209717,0.0,0.751640260219574,10.0,0.1991186887025833,180.0
0.0,False,True,0.0,3.373826265335083,0.0,0.726460874080658,10.0,0.2182699739933014,180.0
0.0,False,True,0.0,2.4226086139678955,0.0,0.636765718460083,10.0,0.19879454374313354,180.0
0.0,False,True,0.0,1.9399728775024414,0.0,0.9273537397384644,10.0,0.21230970323085785,180.0
0.0,False,True,0.0,2.7578279972076416,0.0,1.0435943603515625,2.0,0.20852594077587128,180.0
0.0,False,True,0.0,2.7628629207611084,0.0,0.7666721940040588,9.0,0.22660449147224426,180.0
0.0,False,True,0.0,2.177626848220825,0.0,1.0169345140457153,3.0,0.22051872313022614,180.0
0.0,False,True,0.0,2.195974349975586,0.0,0.5997627377510071,7.0,0.2422427088022232,180.0
0.0,False,True,0.0,2.485931158065796,0.0,1.2410837411880493,7.0,0.2177261859178543,180.0
0.0,False,True,0.0,3.383561134338379,0.0,0.7586051225662231,5.0,0.1805134266614914,180.0
0.0,False,True,0.0,2.7961738109588623,0.0,1.2917193174362183,11.0,0.22744929790496826,180.0
0.0,False,True,0.0,3.2390005588531494,0.0,0.9214823842048645,9.0,0.25146791338920593,180.0
0.0,False,True,0.0,2.35160231590271,0.0,1.176477074623108,8.0,0.23614929616451263,180.0
0.0,False,True,0.0,2.9099984169006348,0.0,1.4057966470718384,13.0,0.2684379518032074,180.0
0.0,False,True,0.0,3.9955689907073975,0.0,1.1705164909362793,9.0,0.2960466742515564,180.0
0.0,False,True,0.0,4.128629207611084,0.0,0.8569690585136414,7.0,0.2196386307477951,180.0
0.0,False,True,0.0,2.9390487670898438,0.0,1.3959373235702515,12.0,0.24766124784946442,180.0
0.0,False,True,0.0,2.061845064163208,0.0,0.716604471206665,3.0,0.19346529245376587,180.0
0.0,False,True,0.0,2.565824508666992,0.0,0.942340075969696,3.0,0.19323192536830902,180.0
0.0,False,True,0.0,2.937849760055542,0.0,0.6558001637458801,10.0,0.1885867416858673,180.0
0.0,False,True,0.0,1.8832556009292603,0.0,0.899821400642395,9.0,0.20666103065013885,180.0
0.0,False,True,0.0,2.747018337249756,0.0,1.2057392597198486,10.0,0.23307520151138306,180.0
0.0,False,True,0.0,2.666970729827881,0.0,1.2002991437911987,2.0,0.24088682234287262,180.0
0.0,False,True,0.0,2.867715358734131,0.0,1.4172658920288086,6.0,0.2523176372051239,180.0
0.0,False,True,0.0,2.7042155265808105,0.0,0.941379725933075,2.0,0.2278575748205185,180.0
0.0,False,True,0.0,1.8372820615768433,0.0,1.1154464483261108,9.0,0.24900300800800323,180.0
0.0,False,True,0.0,2.2386083602905273,0.0,0.6882066130638123,4.0,0.2152082324028015,180.0
0.0,False,True,0.0,2.859717845916748,0.0,0.6795526742935181,8.0,0.2313951700925827,180.0
0.0,False,True,0.0,3.6027181148529053,0.0,0.7892557382583618,17.0,0.19447599351406097,180.0
0.0,False,True,0.0,3.284437656402588,0.0,1.3875889778137207,4.0,0.23843424022197723,180.0
0.0,False,True,0.0,1.773654580116272,0.0,1.011529564857483,4.0,0.19256800413131714,180.0
0.0,False,True,0.0,3.0693087577819824,0.0,1.5423753261566162,13.0,0.2578047513961792,180.0
0.0,False,True,0.0,2.0231335163116455,0.0,0.8881596326828003,6.0,0.21249210834503174,180.0
0.0,False,True,0.0,2.7118775844573975,0.0,1.3594950437545776,4.0,0.23720037937164307,180.0
0.0,False,True,0.0,2.8886630535125732,0.0,0.6838926672935486,7.0,0.2410355508327484,180.0
0.0,False,True,0.0,3.1493325233459473,0.0,1.0289559364318848,5.0,0.23945648968219757,180.0
